MESH_NM	MESH_ACC_TXT	CTD_ACTION_CD	MGI_ACTION_CD	OMIM_NM	OMIM_ID	OMIM_Designation	CREATE_BY	CREATE_BY_DATE	MOD_BY	MOD_BY_DATE	CURATOR_NOTE															
Anemia, Hemolytic	D000743	L	L	RENAL TUBULAR ACIDOSIS, DISTAL, WITH HEMOLYTIC ANEMIA	611590	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Acidosis, Renal Tubular	D000141	L	L	RENAL TUBULAR ACIDOSIS, DISTAL, WITH PROGRESSIVE NERVE DEAFNESS	267300	#	apd	05/12/10	apd	05/12/10																
Hearing Loss	D034381	L	L	RENAL TUBULAR ACIDOSIS, DISTAL, WITH PROGRESSIVE NERVE DEAFNESS	267300	#	apd	05/12/10	apd	05/12/10																
Acidosis, Renal Tubular	D000141	L	L	RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES	604278	#	apd	05/12/10	apd	05/12/10																
Eye Diseases	D005128	L	L	RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES	604278	#	apd	05/12/10	apd	05/12/10																
Kidney Diseases	D007674	L	L	RENAL TUBULAR DYSGENESIS	267430	#	apd	05/12/10	apd	05/12/10																
Allanson Pantzar McLeod syndrome	C537048	L	L	RENAL TUBULAR DYSGENESIS	267430	#	apd	05/12/10	apd	07/27/11																
Dandy-Walker Syndrome	D003616	L	L	RENAL-HEPATIC-PANCREATIC DYSPLASIA	208540	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Liver Diseases	D008107	L	L	RENAL-HEPATIC-PANCREATIC DYSPLASIA	208540	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Pancreatic Diseases	D010182	L	L	RENAL-HEPATIC-PANCREATIC DYSPLASIA	208540	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Situs Inversus	D012857	L	L	RENAL-HEPATIC-PANCREATIC DYSPLASIA	208540	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Kidney Diseases, Cystic	D052177	L	L	RENAL-HEPATIC-PANCREATIC DYSPLASIA	208540	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Renpenning syndrome 1	C537761	M	M	RENPENNING SYNDROME 1	309500	#	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Respiratory Distress Syndrome, Newborn	D012127	M	M	RESPIRATORY DISTRESS SYNDROME	267450	#	apd	05/12/10	apd	05/12/10																
Restless Legs Syndrome	D012148	M	L	RESTLESS LEGS SYNDROME 1	102300	%	apd	05/12/10	apd	05/12/10																
Restless Legs Syndrome	D012148	M	L	RESTLESS LEGS SYNDROME 2	608831	%	apd	05/12/10	apd	05/12/10																
Restless Legs Syndrome	D012148	M	L	RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 3	610438	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Restless Legs Syndrome	D012148	M	L	RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 4	610439	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Restless Legs Syndrome	D012148	M	L	RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 5	611242	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Restless Legs Syndrome	D012148	M	L	RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 6	611185	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Restless Legs Syndrome	D012148	M	L	RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 7	612853	%	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Tight skin contracture syndrome, lethal	C536920	M	L	RESTRICTIVE DERMOPATHY, LETHAL	275210	#	apd	05/12/10	apd	07/29/11																
Reticular dysgenesis	C538361	M	M	RETICULAR DYSGENESIS	267500	#	apd	05/12/10	apd	10/29/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD); mapped to new MESH 2011															
Retinal Diseases	D012164	L	L	RETINAL CONE DYSTROPHY 1	180020	%	apd	05/12/10	apd	05/12/10																
Retinal Diseases	D012164	L	L	RETINAL CONE DYSTROPHY 3	610024	#	apd	05/12/10	apd	05/12/10																
Retinal Diseases	D012164	L	L	RETINAL CONE DYSTROPHY 3B	610356	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Retinal Diseases	D012164	L	L	RETINAL CONE DYSTROPHY 4	610478	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Retinal Diseases	D012164	L	L	RETINAL DYSPLASIA, PRIMARY	312550	[blank]	apd	05/12/10	apd	05/12/10																
Retinal Diseases	D012164	L	L	RETINAL NONATTACHMENT, NONSYNDROMIC CONGENITAL	221900	%	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	M	RETINITIS PIGMENTOSA	268000	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 1	180100	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 10	180105	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 11	600138	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 12	600105	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 13	600059	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 14	600132	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 17	600852	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 18	601414	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 19	601718	#	apd	05/12/10	apd	05/12/10																
Osteitis Deformans	D012174	M	L	RETINITIS PIGMENTOSA 22	602594	%	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 23	300424	%	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 24	300155	%	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 25	602772	%	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 26	608380	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 28	606068	%	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 29	612165	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 3	300029	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 30	607921	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 31	609923	%	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 32	609913	%	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 33	610359	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 34	300605	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 35	610282	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 36	610599	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 37	611131	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 4	613731	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 41	612095	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 42	612943	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 50	613194	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 51	613464	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 54	613428	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 55	613575	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 56	613581	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 57	613582	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 58	613617	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 6	312612	%	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 7	608133	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	M	L	RETINITIS PIGMENTOSA 9	180104	#	apd	05/12/10	apd	05/12/10																
Deafness	D003638	L	L	RETINITIS PIGMENTOSA, X-LINKED, WITH RECURRENT RESPIRATORY INFECTIONS RETINITIS PIGMENTOSA, X-LINKED, WITH DEAFNESS AND SINORESPIRATORY	300455	#	apd	05/12/10	apd	05/12/10																
Respiratory Tract Infections	D012141	L	L	RETINITIS PIGMENTOSA, X-LINKED, WITH RECURRENT RESPIRATORY INFECTIONS RETINITIS PIGMENTOSA, X-LINKED, WITH DEAFNESS AND SINORESPIRATORY	300455	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	L	L	RETINITIS PIGMENTOSA, X-LINKED, WITH RECURRENT RESPIRATORY INFECTIONS RETINITIS PIGMENTOSA, X-LINKED, WITH DEAFNESS AND SINORESPIRATORY	300455	#	apd	05/12/10	apd	05/12/10																
Retinitis Pigmentosa	D012174	L	L	RETINITIS PIGMENTOSA, Y-LINKED	400004	%	apd	05/12/10	apd	05/12/10																
Usher Syndromes	D052245	M	M	RETINITIS PIGMENTOSA-DEAFNESS SYNDROME	500004	#	apd	05/12/10	apd	12/08/10	mapped to new MESH 2011															
Rett Syndrome	D015518	M	M	RETT SYNDROME	312750	#	apd	05/12/10	apd	05/12/10																
Rett Syndrome	D015518	L	L	RETT SYNDROME, CONGENITAL VARIANT	613454	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Revesz Debuse syndrome	C538371	M	L	REVESZ SYNDROME	268130	#	apd	05/12/10	apd	07/27/11	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Liver Cirrhosis, Biliary	D008105	L	L	REYNOLDS SYNDROME	613471	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Raynaud Disease	D011928	L	L	REYNOLDS SYNDROME	613471	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Scleroderma, Systemic	D012595	L	L	REYNOLDS SYNDROME	613471	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Telangiectasis	D013684	L	L	REYNOLDS SYNDROME	613471	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Rhabdoid Tumor	D018335	L	L	RHABDOID TUMOR PREDISPOSITION SYNDROME 1	609322	#	apd	05/12/10	apd	05/12/10	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Rhabdoid Tumor	D018335	L	L	RHABDOID TUMOR PREDISPOSITION SYNDROME 2	613325	#	apd	05/12/10	apd	05/12/10	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Rhabdomyosarcoma, Embryonal	D018233	M	M	RHABDOMYOSARCOMA 1	268210	#	apd	05/12/10	apd	05/12/10																
Rhabdomyosarcoma, Alveolar	D018232	M	M	RHABDOMYOSARCOMA 2	268220	#	apd	05/12/10	apd	05/12/10																
Arthritis, Rheumatoid	D001172	M	M	RHEUMATOID ARTHRITIS	180300	#	apd	05/12/10	apd	05/12/10																
Arthritis, Juvenile Rheumatoid	D001171	M	M	RHEUMATOID ARTHRITIS, SYSTEMIC JUVENILE	604302	#	apd	05/12/10	apd	05/27/10	edited to M															
Rhizomelic chondrodysplasia punctata, type 1	C531651	M	M	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1	215100	#	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Rhizomelic chondrodysplasia punctata, type 2	C537607	M	M	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 2	222765	#	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Rhizomelic chondrodysplasia punctata, type 3	C537608	M	M	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 3	600121	#	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Anemia, Hemolytic	D000743	L	L	RH-NULL, REGULATOR TYPE	268150	#	apd	05/12/10	apd	05/12/10																
Blood Protein Disorders	D001796	L	L	RH-NULL, REGULATOR TYPE	268150	#	apd	05/12/10	apd	05/12/10																
Metabolism, Inborn Errors	D008661	L	L	RIBOSE 5-PHOSPHATE ISOMERASE DEFICIENCY	608611	#	apd	05/12/10	apd	05/12/10																
Nervous System Diseases	D009422	L	L	RIBOSE 5-PHOSPHATE ISOMERASE DEFICIENCY	608611	#	apd	05/12/10	apd	05/12/10																
Immunologic Deficiency Syndromes	D007153	L	L	RIDDLE SYNDROME	611943	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Learning Disorders	D007859	L	L	RIDDLE SYNDROME	611943	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Facies	D019066	L	L	RIDDLE SYNDROME	611943	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Motor Skills Disorders	D019957	L	L	RIDDLE SYNDROME	611943	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Rigid spine syndrome	C535683	M	L	RIGID SPINE MUSCULAR DYSTROPHY 1	602771	#	apd	05/12/10	apd	07/27/11																
Ring dermoid of cornea	C535684	M	M	RING DERMOID OF CORNEA	180550	#	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Rippling muscle disease  	C535685	M	M	RIPPLING MUSCLE DISEASE	606072	#	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Rippling muscle disease, 1	C535686	M	M	RIPPLING MUSCLE DISEASE 1	600332	%	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Roberts Syndrome	C535687	M	M	ROBERTS SYNDROME	268300	#	apd	05/12/10	apd	10/07/10	mapped to new MESH 2011															
Robinow syndrome, autosomal recessive	C535863	M	M	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE	268310	#	apd	05/12/10	apd	10/07/10	mapped to new MESH 2011															
Roifman syndrome	C535866	M	M	ROIFMAN SYNDROME	300258	[blank]	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Bone Diseases, Developmental	D001848	L	L	ROIFMAN-CHITAYAT SYNDROME	613328	[blank]	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Developmental Disabilities	D002658	L	L	ROIFMAN-CHITAYAT SYNDROME	613328	[blank]	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Epilepsies, Myoclonic	D004831	L	L	ROIFMAN-CHITAYAT SYNDROME	613328	[blank]	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Growth Disorders	D006130	L	L	ROIFMAN-CHITAYAT SYNDROME	613328	[blank]	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Immunologic Deficiency Syndromes	D007153	L	L	ROIFMAN-CHITAYAT SYNDROME	613328	[blank]	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Optic Nerve Diseases	D009901	L	L	ROIFMAN-CHITAYAT SYNDROME	613328	[blank]	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Facies	D019066	L	L	ROIFMAN-CHITAYAT SYNDROME	613328	[blank]	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Speech Disorders	D013064	L	L	ROLANDIC EPILEPSY, MENTAL RETARDATION, AND SPEECH DYSPRAXIA, X-LINKED	300643	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Epilepsy, Rolandic	D019305	L	L	ROLANDIC EPILEPSY, MENTAL RETARDATION, AND SPEECH DYSPRAXIA, X-LINKED	300643	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation, X-Linked	D038901	L	L	ROLANDIC EPILEPSY, MENTAL RETARDATION, AND SPEECH DYSPRAXIA, X-LINKED	300643	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Cleft Lip	D002971	L	L	ROSSELLI-GULIENETTI SYNDROME	225000	%	apd	05/12/10	apd	05/12/10																
Cleft Palate	D002972	L	L	ROSSELLI-GULIENETTI SYNDROME	225000	%	apd	05/12/10	apd	05/12/10																
Foot Deformities, Congenital	D005532	L	L	ROSSELLI-GULIENETTI SYNDROME	225000	%	apd	05/12/10	apd	05/12/10																
Hand Deformities, Congenital	D006228	L	L	ROSSELLI-GULIENETTI SYNDROME	225000	%	apd	05/12/10	apd	05/12/10																
Hypohidrosis	D007007	L	L	ROSSELLI-GULIENETTI SYNDROME	225000	%	apd	05/12/10	apd	05/12/10																
Hypotrichosis	D007039	L	L	ROSSELLI-GULIENETTI SYNDROME	225000	%	apd	05/12/10	apd	05/12/10																
Nails, Malformed	D009264	L	L	ROSSELLI-GULIENETTI SYNDROME	225000	%	apd	05/12/10	apd	05/12/10																
Pterygium	D011625	L	L	ROSSELLI-GULIENETTI SYNDROME	225000	%	apd	05/12/10	apd	05/12/10																
Syndactyly	D013576	L	L	ROSSELLI-GULIENETTI SYNDROME	225000	%	apd	05/12/10	apd	05/12/10																
Tooth Abnormalities	D014071	L	L	ROSSELLI-GULIENETTI SYNDROME	225000	%	apd	05/12/10	apd	05/12/10																
Urogenital Abnormalities	D014564	L	L	ROSSELLI-GULIENETTI SYNDROME	225000	%	apd	05/12/10	apd	05/12/10																
Rothmund-Thomson Syndrome	D011038	M	M	ROTHMUND-THOMSON SYNDROME	268400	#	apd	05/12/10	apd	05/12/10																
Charcot-Marie-Tooth Disease	D002607	L	L	ROUSSY-LEVY HEREDITARY AREFLEXIC DYSTASIA	180800	#	apd	05/12/10	apd	05/12/10																
Rubinstein-Taybi Syndrome	D012415	M	M	RUBINSTEIN-TAYBI SYNDROME	180849	#	apd	05/12/10	apd	05/12/10																
Rubinstein-Taybi Syndrome	D012415	M	L	RUBINSTEIN-TAYBI SYNDROME 2	613684	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Saccharopinuria	C537218	M	M	SACCHAROPINURIA	268700	%	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Sacral defect and anterior sacral meningocele	C537221	M	M	SACRAL DEFECT WITH ANTERIOR MENINGOCELE	600145	#	apd	05/12/10	apd	07/27/11	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Acrocephalosyndactylia	D000168	M	L	SAETHRE-CHOTZEN SYNDROME	101400	#	apd	05/12/10	apd	10/05/11																
Salivary Gland Neoplasms	D012468	L	L	SALIVARY GLAND ADENOMA, PLEOMORPHIC	181030	#	apd	05/12/10	apd	05/12/10																
Sandhoff Disease	D012497	M	M	SANDHOFF DISEASE	268800	#	apd	05/12/10	apd	05/12/10																
Sarcoidosis	D012507	M	M	SARCOIDOSIS	181000	#	apd	05/12/10	apd	05/12/10																
Sarcoidosis	D012507	L	L	SARCOIDOSIS, EARLY-ONSET	609464	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Sarcoidosis	D012507	M	L	SARCOIDOSIS, SUSCEPTIBILITY TO, 2	612387	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Sarcoidosis	D012507	M	L	SARCOIDOSIS, SUSCEPTIBILITY TO, 3	612388	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Sarcoma, Synovial	D013584	M	M	Sarcoma, Synovial	300813	[blank]	smb	09/27/10	smb	09/27/10	from Joel's review 															
Sarcosinemia	C537236	M	M	SARCOSINEMIA	268900	[blank]	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Ectromelia	D004480	L	L	SC PHOCOMELIA SYNDROME	269000	#	apd	05/12/10	apd	05/12/10																
Craniosynostoses	D003398	L	L	SCAPHOCEPHALY, MAXILLARY RETRUSION, AND MENTAL RETARDATION	609579	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Maxillary Diseases	D008439	L	L	SCAPHOCEPHALY, MAXILLARY RETRUSION, AND MENTAL RETARDATION	609579	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation	D008607	L	L	SCAPHOCEPHALY, MAXILLARY RETRUSION, AND MENTAL RETARDATION	609579	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Scapuloperoneal myopathy	C536624	L	L	SCAPULOPERONEAL MYOPATHY, MYH7-RELATED	181430	%	apd	05/12/10	apd	07/28/11																
Scapuloperoneal myopathy	C536624	L	L	SCAPULOPERONEAL MYOPATHY, X-LINKED DOMINANT	300695	#	apd	05/12/10	apd	07/28/11	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Muscular Atrophy, Spinal	D009134	L	L	SCAPULOPERONEAL SPINAL MUSCULAR ATROPHY	181405	%	apd	05/12/10	apd	05/26/11																
Muscular Dystrophies, Limb-Girdle	D049288	L	L	SCAPULOPERONEAL SYNDROME, NEUROGENIC, KAESER TYPE	181400	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Distal Myopathies	D049310	L	L	SCAPULOPERONEAL SYNDROME, NEUROGENIC, KAESER TYPE	181400	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Mucopolysaccharidosis I	D008059	M	L	SCHEIE SYNDROME	607016	#	apd	05/12/10	apd	05/12/10																
